,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
711,29,Yes,Travel_Rarely,Research & Development,10,Bachelors,Life Sciences,1,994,Very High,Female,Medium,Entry Level,Research Scientist,Low,Single,2404,6,Yes,20,Outstanding,High,0,3,5,Better,0,0,0,0
712,33,No,Travel_Rarely,Research & Development,13,Below College,Life Sciences,1,995,Medium,Female,High,Entry Level,Research Scientist,Very High,Single,3452,3,No,18,Excellent,Low,0,5,4,Better,3,2,0,2
713,45,No,Travel_Rarely,Research & Development,1,Masters,Medical,1,996,Very High,Female,High,Entry Level,Laboratory Technician,Very High,Divorced,2270,3,No,14,Excellent,Very High,2,8,2,Better,5,3,0,2
714,50,No,Travel_Rarely,Research & Development,1,College,Medical,1,997,Very High,Male,High,Manager,Research Director,Very High,Divorced,17399,9,No,22,Outstanding,High,1,32,1,Good,5,4,1,3
715,33,No,Travel_Frequently,Research & Development,1,Masters,Other,1,998,High,Female,Very High,Junior,Healthcare Representative,Medium,Married,5488,1,Yes,13,Excellent,Low,1,6,2,Better,6,5,1,2
716,41,No,Travel_Frequently,Research & Development,9,Bachelors,Medical,1,999,Low,Male,High,Executive,Research Director,High,Divorced,19419,2,No,17,Excellent,Medium,1,21,2,Best,18,16,0,11
717,27,No,Travel_Rarely,Research & Development,16,Masters,Technical Degree,1,1001,High,Female,High,Entry Level,Laboratory Technician,Medium,Married,2811,9,No,14,Excellent,Medium,1,4,2,Better,2,2,2,2
718,45,No,Non-Travel,Research & Development,23,College,Life Sciences,1,1002,Very High,Male,High,Junior,Laboratory Technician,Low,Married,3633,1,Yes,15,Excellent,High,1,9,2,Better,9,8,0,8
719,47,No,Travel_Rarely,Sales,4,College,Life Sciences,1,1003,Very High,Female,High,Junior,Sales Executive,Very High,Single,4163,1,Yes,17,Excellent,High,0,9,0,Better,9,0,0,7
720,30,Yes,Travel_Rarely,Research & Development,22,Bachelors,Life Sciences,1,1004,Low,Female,High,Entry Level,Research Scientist,High,Married,2132,4,Yes,11,Excellent,Medium,0,7,2,Better,5,2,0,1
721,50,No,Travel_Rarely,Research & Development,24,Bachelors,Life Sciences,1,1005,Very High,Male,High,Manager,Manufacturing Director,High,Married,13973,3,Yes,18,Excellent,Very High,1,22,2,Better,12,11,1,5
722,38,No,Travel_Frequently,Research & Development,10,Below College,Medical,1,1006,High,Male,High,Entry Level,Research Scientist,High,Married,2684,0,No,17,Excellent,Medium,1,3,0,Good,2,1,0,2
723,46,No,Travel_Rarely,Research & Development,7,College,Medical,1,1007,Very High,Male,High,Senior,Manufacturing Director,High,Divorced,10845,6,No,13,Excellent,Medium,1,13,3,Better,8,7,0,7
724,24,No,Travel_Rarely,Research & Development,17,Below College,Medical,1,1009,Very High,Female,Medium,Junior,Manufacturing Director,High,Divorced,4377,1,No,15,Excellent,Medium,2,5,6,Better,4,2,3,2
725,35,Yes,Travel_Rarely,Research & Development,14,Masters,Other,1,1010,High,Male,Medium,Entry Level,Laboratory Technician,Medium,Divorced,3743,1,Yes,24,Outstanding,Very High,1,5,2,Bad,4,2,0,2
726,31,No,Travel_Frequently,Research & Development,1,Below College,Life Sciences,1,1011,High,Female,High,Junior,Manufacturing Director,Low,Married,4148,1,No,12,Excellent,High,1,4,1,Better,4,3,0,3
727,18,No,Non-Travel,Research & Development,5,College,Life Sciences,1,1012,Medium,Male,High,Entry Level,Research Scientist,Very High,Single,1051,1,No,15,Excellent,Very High,0,0,2,Better,0,0,0,0
728,54,No,Travel_Rarely,Research & Development,17,Bachelors,Technical Degree,1,1013,High,Female,High,Senior,Manufacturing Director,High,Married,10739,8,No,11,Excellent,High,1,22,2,Better,10,7,0,8
729,35,No,Travel_Rarely,Research & Development,25,Masters,Medical,1,1014,High,Female,High,Senior,Healthcare Representative,High,Divorced,10388,1,Yes,11,Excellent,High,1,16,3,Good,16,10,10,1
730,30,No,Travel_Rarely,Research & Development,8,College,Life Sciences,1,1015,Medium,Female,Very High,Senior,Research Director,Low,Married,11416,0,Yes,12,Excellent,High,3,9,4,Good,8,7,1,7
731,20,Yes,Travel_Rarely,Research & Development,11,Bachelors,Medical,1,1016,Very High,Female,Medium,Entry Level,Research Scientist,Low,Single,2600,1,Yes,15,Excellent,Low,0,1,2,Better,1,0,0,0
732,30,Yes,Travel_Frequently,Research & Development,5,Bachelors,Medical,1,1017,Medium,Female,High,Entry Level,Laboratory Technician,Medium,Single,2422,0,No,17,Excellent,Low,0,4,3,Better,3,2,1,2
733,26,No,Travel_Rarely,Research & Development,2,College,Medical,1,1018,Very High,Male,Very High,Junior,Manufacturing Director,Very High,Married,5472,1,No,12,Excellent,Medium,0,8,2,Better,8,7,1,3
734,22,No,Travel_Rarely,Research & Development,8,Below College,Life Sciences,1,1019,Medium,Male,Low,Entry Level,Laboratory Technician,Low,Married,2451,1,No,15,Excellent,Low,1,4,3,Good,4,3,1,1
735,48,No,Travel_Rarely,Research & Development,6,Bachelors,Life Sciences,1,1022,Low,Male,Medium,Junior,Healthcare Representative,High,Single,4240,2,No,13,Excellent,Very High,0,19,0,Better,2,2,2,2
736,48,No,Travel_Rarely,Research & Development,4,Masters,Life Sciences,1,1024,High,Male,Medium,Senior,Healthcare Representative,High,Single,10999,7,No,14,Excellent,Medium,0,27,3,Better,15,11,4,8
737,41,No,Travel_Rarely,Research & Development,7,College,Medical,1,1025,Very High,Female,High,Junior,Manufacturing Director,High,Single,5003,6,No,14,Excellent,Medium,0,8,6,Better,2,2,2,1
738,39,No,Travel_Rarely,Research & Development,1,Below College,Life Sciences,1,1026,Very High,Female,Medium,Manager,Manufacturing Director,Very High,Married,12742,1,No,16,Excellent,High,1,21,3,Better,21,6,11,8
739,27,No,Travel_Rarely,Research & Development,2,Masters,Life Sciences,1,1027,Low,Female,High,Junior,Manufacturing Director,Very High,Married,4227,0,No,18,Excellent,Medium,1,4,2,Better,3,2,2,2
740,35,No,Travel_Rarely,Research & Development,10,Bachelors,Other,1,1028,Medium,Male,High,Entry Level,Laboratory Technician,Very High,Divorced,3917,1,No,20,Outstanding,Low,1,3,4,Good,3,2,1,2
741,42,No,Travel_Rarely,Sales,5,College,Marketing,1,1029,Very High,Male,High,Executive,Manager,High,Married,18303,6,No,13,Excellent,Medium,0,21,3,Best,1,0,0,0
742,50,No,Travel_Rarely,Research & Development,9,Bachelors,Life Sciences,1,1030,Low,Male,High,Entry Level,Laboratory Technician,Very High,Married,2380,4,No,18,Excellent,Medium,0,8,5,Better,1,0,0,0
743,59,No,Travel_Rarely,Research & Development,2,Bachelors,Life Sciences,1,1032,High,Female,Medium,Manager,Manufacturing Director,Very High,Single,13726,3,Yes,13,Excellent,Low,0,30,4,Better,5,3,4,3
744,37,Yes,Travel_Rarely,Research & Development,11,College,Medical,1,1033,Low,Female,Low,Junior,Healthcare Representative,Medium,Married,4777,5,No,15,Excellent,Low,0,15,2,Bad,1,0,0,0
745,55,No,Travel_Frequently,Research & Development,18,Masters,Medical,1,1034,High,Male,High,Junior,Healthcare Representative,Medium,Married,6385,3,Yes,14,Excellent,Very High,2,17,3,Better,8,7,6,7
746,41,No,Non-Travel,Research & Development,7,Below College,Life Sciences,1,1035,Medium,Female,Low,Executive,Research Director,High,Divorced,19973,1,No,22,Outstanding,Medium,2,21,3,Better,21,16,5,10
747,38,No,Travel_Rarely,Sales,3,Masters,Life Sciences,1,1036,Medium,Male,High,Junior,Sales Executive,Very High,Single,6861,8,Yes,12,Excellent,High,0,19,1,Better,1,0,0,0
748,26,Yes,Non-Travel,Sales,29,College,Medical,1,1037,Medium,Male,Low,Junior,Sales Executive,Low,Single,4969,8,No,18,Excellent,Very High,0,7,6,Better,2,2,2,2
749,52,Yes,Travel_Rarely,Sales,2,Below College,Marketing,1,1038,Low,Female,Low,Executive,Manager,Very High,Married,19845,1,No,15,Excellent,Very High,1,33,3,Better,32,14,6,9
750,44,No,Travel_Rarely,Sales,28,Bachelors,Medical,1,1039,Very High,Female,Very High,Manager,Sales Executive,Very High,Married,13320,3,Yes,18,Excellent,High,1,23,2,Better,12,11,11,11
751,50,No,Non-Travel,Sales,1,Bachelors,Life Sciences,1,1040,Very High,Female,High,Junior,Sales Executive,High,Married,6347,0,No,12,Excellent,Low,1,19,3,Better,18,7,0,13
752,36,Yes,Travel_Rarely,Research & Development,16,Masters,Life Sciences,1,1042,High,Female,Very High,Entry Level,Laboratory Technician,Low,Single,2743,1,No,16,Excellent,High,0,18,1,Better,17,13,15,14
753,39,No,Travel_Frequently,Research & Development,22,Bachelors,Medical,1,1043,Very High,Female,High,Senior,Manufacturing Director,Low,Single,10880,1,Yes,13,Excellent,High,0,21,2,Better,21,6,2,8
754,33,No,Non-Travel,Sales,8,Below College,Life Sciences,1,1044,Medium,Female,Medium,Entry Level,Sales Representative,Very High,Single,2342,0,No,19,Excellent,Very High,0,3,2,Good,2,2,2,2
755,45,No,Travel_Rarely,Sales,11,College,Life Sciences,1,1045,Very High,Female,High,Manager,Manager,Very High,Married,17650,3,No,13,Excellent,Medium,1,26,4,Best,9,3,1,1
756,32,No,Non-Travel,Research & Development,29,Masters,Medical,1,1046,Very High,Female,High,Entry Level,Laboratory Technician,High,Single,4025,9,No,12,Excellent,Medium,0,10,2,Better,8,7,7,7
757,34,No,Travel_Rarely,Sales,1,Masters,Marketing,1,1047,Medium,Male,Very High,Junior,Sales Executive,Very High,Divorced,9725,0,No,11,Excellent,Very High,1,16,2,Good,15,1,0,9
758,59,No,Travel_Rarely,Sales,1,College,Technical Degree,1,1048,Medium,Male,High,Senior,Manager,Very High,Married,11904,3,Yes,14,Excellent,High,1,14,1,Bad,6,4,0,4
759,45,No,Travel_Rarely,Human Resources,24,Masters,Medical,1,1049,Medium,Male,High,Entry Level,Human Resources,Medium,Single,2177,1,No,16,Excellent,Low,0,6,3,Better,6,3,0,4
760,53,No,Travel_Frequently,Sales,2,Bachelors,Marketing,1,1050,High,Female,Medium,Senior,Sales Executive,Medium,Married,7525,2,No,12,Excellent,Low,1,30,2,Better,15,7,6,12
761,36,Yes,Travel_Rarely,Research & Development,15,Bachelors,Other,1,1052,Low,Male,High,Junior,Laboratory Technician,High,Divorced,4834,7,No,14,Excellent,Medium,1,9,3,Good,1,0,0,0
762,26,Yes,Travel_Frequently,Research & Development,2,Bachelors,Life Sciences,1,1053,Low,Male,High,Entry Level,Research Scientist,Low,Married,2042,6,Yes,14,Excellent,Medium,1,6,2,Better,3,2,1,2
763,34,No,Travel_Rarely,Sales,10,Masters,Life Sciences,1,1055,High,Female,High,Entry Level,Sales Representative,High,Married,2220,1,Yes,19,Excellent,Very High,1,1,2,Better,1,1,0,0
764,28,No,Travel_Rarely,Sales,10,Below College,Medical,1,1056,Very High,Male,High,Entry Level,Sales Representative,Medium,Married,1052,1,No,22,Outstanding,Medium,0,1,5,Better,1,0,0,0
765,38,No,Travel_Frequently,Research & Development,3,Masters,Other,1,1060,High,Male,High,Entry Level,Research Scientist,High,Married,2821,3,No,16,Excellent,Low,1,8,2,Better,2,2,2,2
766,50,No,Travel_Rarely,Research & Development,2,Masters,Medical,1,1061,Medium,Male,High,Executive,Research Director,High,Married,19237,2,Yes,11,Excellent,Very High,1,29,2,Good,8,1,7,7
767,37,No,Travel_Rarely,Research & Development,3,Bachelors,Other,1,1062,Very High,Female,High,Junior,Healthcare Representative,Medium,Single,4107,3,No,15,Excellent,Low,0,8,3,Good,4,3,0,1
768,40,No,Travel_Rarely,Sales,26,Bachelors,Marketing,1,1066,High,Male,High,Junior,Sales Executive,Low,Married,8396,1,No,14,Excellent,Medium,1,8,3,Good,7,7,7,5
769,26,No,Travel_Frequently,Research & Development,1,Below College,Medical,1,1068,Low,Female,Medium,Entry Level,Research Scientist,High,Divorced,2007,1,No,13,Excellent,High,2,5,5,Better,5,3,1,3
770,46,No,Travel_Rarely,Research & Development,1,Masters,Medical,1,1069,Very High,Male,High,Executive,Research Director,Very High,Divorced,19627,9,No,17,Excellent,Very High,2,23,0,Better,2,2,2,2
771,54,No,Travel_Rarely,Sales,2,Masters,Life Sciences,1,1070,High,Female,Medium,Senior,Sales Executive,High,Married,10686,6,No,11,Excellent,Medium,1,13,4,Better,9,4,7,0
772,56,No,Travel_Frequently,Research & Development,9,Bachelors,Medical,1,1071,Low,Female,High,Entry Level,Research Scientist,High,Married,2942,2,No,19,Excellent,Medium,1,18,4,Better,5,4,0,3
773,36,No,Travel_Rarely,Research & Development,12,Phd,Medical,1,1073,Very High,Female,Medium,Senior,Manufacturing Director,Very High,Single,8858,0,No,11,Excellent,Medium,0,15,2,Good,14,8,7,8
774,55,No,Non-Travel,Research & Development,2,Below College,Medical,1,1074,High,Male,Medium,Manager,Manager,Low,Single,16756,7,No,15,Excellent,Medium,0,31,3,Best,9,7,6,2
775,43,No,Travel_Rarely,Sales,25,Bachelors,Medical,1,1076,High,Male,Medium,Senior,Sales Executive,Very High,Divorced,10798,5,No,13,Excellent,High,1,18,5,Better,1,0,0,0
776,20,Yes,Travel_Frequently,Sales,9,Bachelors,Marketing,1,1077,Very High,Female,High,Entry Level,Sales Representative,Very High,Single,2323,1,Yes,14,Excellent,Medium,0,2,3,Better,2,2,0,2
777,21,Yes,Travel_Rarely,Research & Development,10,Bachelors,Life Sciences,1,1079,High,Female,Medium,Entry Level,Laboratory Technician,Low,Single,1416,1,No,13,Excellent,Low,0,1,6,Good,1,0,1,0
778,46,No,Travel_Rarely,Research & Development,8,Masters,Life Sciences,1,1080,Very High,Female,Medium,Junior,Research Scientist,Low,Divorced,4615,8,Yes,23,Outstanding,Low,3,19,2,Better,16,13,1,7
779,51,Yes,Travel_Rarely,Research & Development,4,Masters,Life Sciences,1,1081,Low,Male,High,Entry Level,Research Scientist,High,Married,2461,9,Yes,12,Excellent,High,3,18,2,Best,10,0,2,7
780,28,Yes,Non-Travel,Research & Development,24,College,Technical Degree,1,1082,Medium,Male,Medium,Senior,Healthcare Representative,Low,Single,8722,1,No,12,Excellent,Low,0,10,2,Good,10,7,1,9
781,26,No,Travel_Rarely,Research & Development,1,College,Medical,1,1083,Low,Male,Medium,Entry Level,Laboratory Technician,Low,Married,3955,1,No,16,Excellent,Low,2,6,2,Better,5,3,1,3
782,30,No,Travel_Rarely,Research & Development,20,Bachelors,Other,1,1084,High,Male,High,Junior,Manufacturing Director,Low,Married,9957,0,No,15,Excellent,High,1,7,1,Good,6,2,0,2
783,41,No,Travel_Rarely,Research & Development,7,College,Technical Degree,1,1085,Medium,Female,Very High,Entry Level,Research Scientist,High,Married,3376,1,No,13,Excellent,High,0,10,3,Better,10,6,0,8
784,38,No,Travel_Rarely,Research & Development,17,Below College,Life Sciences,1,1088,High,Female,Medium,Senior,Healthcare Representative,High,Married,8823,0,No,18,Excellent,Low,1,20,4,Good,19,9,1,9
785,40,No,Travel_Rarely,Research & Development,20,Masters,Technical Degree,1,1092,Low,Male,High,Senior,Healthcare Representative,Very High,Married,10322,4,No,20,Outstanding,Very High,1,14,6,Better,11,10,11,1
786,27,No,Non-Travel,Research & Development,8,Phd,Life Sciences,1,1094,Low,Male,Low,Entry Level,Laboratory Technician,High,Married,4621,1,No,19,Excellent,Very High,3,3,4,Better,3,2,1,2
787,55,No,Travel_Frequently,Research & Development,2,Below College,Life Sciences,1,1096,Very High,Male,High,Senior,Manufacturing Director,Medium,Married,10976,3,No,18,Excellent,Medium,1,23,4,Better,3,2,1,2
788,28,No,Travel_Rarely,Research & Development,10,Bachelors,Other,1,1097,High,Female,High,Junior,Research Scientist,High,Single,3660,3,No,13,Excellent,Very High,0,10,4,Best,8,7,1,7
789,44,Yes,Travel_Rarely,Human Resources,1,College,Medical,1,1098,Medium,Male,Medium,Senior,Human Resources,Low,Married,10482,9,No,14,Excellent,Very High,1,24,1,Better,20,6,3,6
790,33,No,Travel_Rarely,Research & Development,5,Bachelors,Life Sciences,1,1099,Very High,Male,Medium,Senior,Healthcare Representative,Very High,Divorced,7119,4,No,15,Excellent,High,1,9,2,Better,3,2,1,2
791,35,Yes,Travel_Rarely,Sales,4,Bachelors,Technical Degree,1,1100,Very High,Male,High,Senior,Sales Executive,Low,Single,9582,0,Yes,22,Outstanding,Low,0,9,2,Better,8,7,4,7
792,33,Yes,Travel_Frequently,Research & Development,29,Masters,Medical,1,1101,Low,Female,Medium,Junior,Research Scientist,High,Single,4508,1,No,22,Outstanding,Medium,0,14,4,Better,13,7,3,8
793,28,No,Travel_Rarely,Research & Development,15,College,Life Sciences,1,1102,Low,Male,High,Entry Level,Laboratory Technician,High,Divorced,2207,1,No,16,Excellent,Very High,1,4,5,Good,4,2,2,2
794,34,No,Travel_Frequently,Research & Development,3,Below College,Life Sciences,1,1103,Low,Male,High,Junior,Healthcare Representative,Very High,Single,7756,0,No,17,Excellent,High,0,7,1,Good,6,2,0,4
795,37,No,Travel_Rarely,Sales,10,Masters,Life Sciences,1,1105,Very High,Female,Medium,Junior,Sales Executive,Very High,Divorced,6694,2,Yes,14,Excellent,High,3,8,5,Better,1,0,0,0
796,25,Yes,Travel_Rarely,Research & Development,4,Below College,Technical Degree,1,1106,Very High,Male,High,Entry Level,Laboratory Technician,Very High,Married,3691,1,Yes,15,Excellent,Medium,1,7,3,Best,7,7,5,6
797,26,Yes,Travel_Rarely,Research & Development,21,Bachelors,Medical,1,1107,Low,Male,High,Entry Level,Laboratory Technician,High,Divorced,2377,1,No,20,Outstanding,High,1,1,0,Good,1,1,0,0
798,33,Yes,Travel_Rarely,Research & Development,25,Bachelors,Medical,1,1108,Low,Male,Medium,Entry Level,Research Scientist,Medium,Single,2313,4,Yes,20,Outstanding,Medium,0,5,0,Better,2,2,2,2
799,42,No,Travel_Rarely,Research & Development,2,College,Medical,1,1109,Very High,Male,High,Manager,Manager,Low,Married,17665,0,No,17,Excellent,Very High,1,23,3,Better,22,6,13,7
800,28,Yes,Travel_Frequently,Research & Development,1,Bachelors,Medical,1,1111,Low,Male,Medium,Entry Level,Laboratory Technician,Medium,Divorced,2596,1,No,15,Excellent,Low,2,1,2,Better,1,0,0,0
801,50,Yes,Travel_Frequently,Sales,1,Masters,Other,1,1113,Very High,Male,High,Junior,Sales Executive,High,Single,4728,3,Yes,14,Excellent,Very High,0,5,4,Better,0,0,0,0
802,33,No,Travel_Frequently,Sales,7,Bachelors,Life Sciences,1,1114,Very High,Female,High,Junior,Sales Executive,Medium,Married,4302,0,No,17,Excellent,High,1,4,3,Better,3,2,0,2
803,34,No,Non-Travel,Research & Development,3,Masters,Life Sciences,1,1115,High,Male,Medium,Entry Level,Research Scientist,Very High,Married,2979,3,No,17,Excellent,Very High,3,6,2,Better,0,0,0,0
804,48,No,Non-Travel,Research & Development,1,Masters,Medical,1,1116,Low,Male,Very High,Manager,Manager,Very High,Single,16885,2,No,22,Outstanding,High,0,27,3,Good,5,4,2,1
805,45,No,Non-Travel,Sales,9,Masters,Life Sciences,1,1117,Medium,Female,Medium,Junior,Sales Executive,High,Married,5593,1,No,13,Excellent,Very High,1,15,2,Better,15,10,4,12
806,52,No,Travel_Rarely,Research & Development,7,Masters,Life Sciences,1,1118,Medium,Male,High,Senior,Healthcare Representative,Medium,Single,10445,7,No,19,Excellent,Very High,0,18,4,Better,8,6,4,0
807,38,No,Travel_Rarely,Sales,10,Masters,Marketing,1,1119,High,Male,Medium,Senior,Sales Executive,High,Divorced,8740,0,Yes,14,Excellent,Medium,2,9,2,Better,8,7,2,7
808,29,No,Travel_Rarely,Research & Development,28,Masters,Life Sciences,1,1120,High,Female,High,Entry Level,Research Scientist,Very High,Divorced,2514,4,No,22,Outstanding,Low,1,11,1,Better,7,5,1,7
809,28,No,Travel_Rarely,Research & Development,3,Bachelors,Medical,1,1121,Very High,Female,High,Senior,Manufacturing Director,Medium,Divorced,7655,0,No,17,Excellent,Medium,3,10,3,Good,9,7,1,7
810,46,No,Travel_Rarely,Sales,3,Below College,Marketing,1,1124,Low,Male,High,Manager,Manager,High,Married,17465,3,No,12,Excellent,Very High,1,23,3,Better,12,9,4,9
811,38,No,Travel_Rarely,Sales,2,College,Marketing,1,1125,Very High,Male,High,Senior,Sales Executive,Medium,Single,7351,7,No,16,Excellent,High,0,10,2,Better,1,0,0,0
812,43,No,Travel_Frequently,Research & Development,27,Bachelors,Life Sciences,1,1126,High,Female,High,Senior,Manufacturing Director,Low,Married,10820,8,No,11,Excellent,High,1,18,1,Better,8,7,0,1
813,39,Yes,Travel_Frequently,Research & Development,2,Bachelors,Life Sciences,1,1127,Low,Male,High,Manager,Healthcare Representative,Very High,Divorced,12169,7,No,11,Excellent,Very High,3,21,4,Better,18,7,11,5
814,40,No,Travel_Rarely,Research & Development,14,Bachelors,Medical,1,1128,High,Male,Medium,Executive,Research Director,High,Single,19626,1,No,14,Excellent,Low,0,21,2,Best,20,7,4,9
815,21,No,Travel_Rarely,Research & Development,1,Below College,Technical Degree,1,1131,Very High,Female,Medium,Entry Level,Research Scientist,Medium,Single,2070,1,Yes,11,Excellent,High,0,2,6,Best,2,2,2,2
816,39,No,Non-Travel,Research & Development,9,Bachelors,Life Sciences,1,1132,High,Male,High,Junior,Laboratory Technician,Medium,Single,6782,9,No,15,Excellent,High,0,9,2,Good,5,4,0,3
817,36,No,Non-Travel,Research & Development,18,Masters,Life Sciences,1,1133,Low,Male,High,Junior,Manufacturing Director,Very High,Single,7779,2,No,20,Outstanding,Low,0,18,0,Better,11,9,0,9
818,31,No,Travel_Frequently,Sales,20,Bachelors,Life Sciences,1,1135,High,Male,Very High,Entry Level,Sales Representative,Very High,Married,2791,0,No,12,Excellent,Low,1,3,4,Better,2,2,2,2
819,28,No,Travel_Rarely,Research & Development,2,Below College,Life Sciences,1,1136,Low,Male,Medium,Entry Level,Research Scientist,Medium,Married,3201,0,No,17,Excellent,Low,0,6,2,Bad,5,3,0,4
820,35,No,Travel_Frequently,Sales,11,College,Marketing,1,1137,Very High,Male,High,Junior,Sales Executive,Very High,Divorced,4968,1,No,11,Excellent,Very High,1,5,3,Better,5,2,0,2
821,49,No,Travel_Rarely,Sales,8,Masters,Technical Degree,1,1138,Very High,Male,Medium,Manager,Sales Executive,Medium,Married,13120,6,No,17,Excellent,Medium,1,22,3,Better,9,8,2,3
822,34,No,Travel_Frequently,Research & Development,2,College,Life Sciences,1,1140,Very High,Male,High,Junior,Manufacturing Director,High,Single,4033,2,No,11,Excellent,Very High,0,5,3,Good,3,2,0,2
823,29,No,Travel_Frequently,Research & Development,10,Bachelors,Life Sciences,1,1143,Very High,Female,High,Entry Level,Research Scientist,Medium,Divorced,3291,0,No,14,Excellent,Very High,2,8,2,Good,7,5,1,1
824,42,No,Travel_Rarely,Research & Development,29,Bachelors,Medical,1,1148,Medium,Male,Low,Junior,Laboratory Technician,Very High,Single,4272,4,No,19,Excellent,Low,0,16,3,Better,1,0,0,0
825,29,No,Travel_Rarely,Research & Development,8,Below College,Medical,1,1150,Medium,Male,Medium,Junior,Manufacturing Director,Very High,Married,5056,1,Yes,15,Excellent,High,1,10,2,Good,10,7,1,2
826,38,No,Travel_Rarely,Human Resources,1,Bachelors,Human Resources,1,1152,High,Male,Very High,Entry Level,Human Resources,High,Married,2844,1,No,13,Excellent,Very High,1,7,2,Best,7,6,5,0
827,28,No,Travel_Frequently,Research & Development,6,Bachelors,Life Sciences,1,1154,High,Male,Medium,Entry Level,Research Scientist,High,Divorced,2703,1,Yes,14,Excellent,Very High,1,3,2,Better,3,1,0,2
828,18,Yes,Non-Travel,Research & Development,8,Below College,Medical,1,1156,High,Male,High,Entry Level,Laboratory Technician,High,Single,1904,1,No,12,Excellent,Very High,0,0,0,Better,0,0,0,0
829,33,Yes,Travel_Rarely,Sales,9,Masters,Marketing,1,1157,Low,Female,High,Junior,Sales Executive,Low,Single,8224,0,Yes,17,Excellent,Low,0,6,3,Better,5,2,0,3
830,41,No,Travel_Rarely,Research & Development,12,Masters,Life Sciences,1,1158,Medium,Male,High,Entry Level,Laboratory Technician,Very High,Married,4766,3,Yes,11,Excellent,Low,1,6,4,Better,1,0,0,0
831,31,Yes,Travel_Frequently,Research & Development,15,Bachelors,Medical,1,1160,High,Male,High,Entry Level,Laboratory Technician,High,Married,2610,1,No,12,Excellent,High,1,2,5,Good,2,2,2,2
832,37,No,Travel_Rarely,Research & Development,25,College,Medical,1,1161,High,Female,Medium,Junior,Healthcare Representative,Very High,Divorced,5731,7,No,13,Excellent,High,2,9,2,Better,6,2,1,3
833,27,No,Travel_Rarely,Research & Development,6,Bachelors,Life Sciences,1,1162,Very High,Male,Medium,Entry Level,Research Scientist,High,Married,2539,1,No,13,Excellent,High,1,4,0,Better,4,2,2,2
834,34,No,Travel_Rarely,Sales,9,Below College,Life Sciences,1,1163,Medium,Female,High,Junior,Sales Executive,High,Married,5714,1,No,20,Outstanding,Low,0,6,3,Good,6,5,1,3
835,35,No,Travel_Rarely,Human Resources,8,Masters,Technical Degree,1,1164,High,Male,High,Entry Level,Human Resources,High,Single,4323,1,No,17,Excellent,Medium,0,6,2,Bad,5,4,1,4
836,29,Yes,Travel_Rarely,Sales,23,Below College,Life Sciences,1,1165,Very High,Female,Medium,Senior,Sales Executive,Low,Married,7336,1,No,13,Excellent,Low,1,11,3,Bad,11,8,3,10
837,40,No,Travel_Frequently,Research & Development,9,Masters,Medical,1,1166,Medium,Female,High,Senior,Research Director,High,Single,13499,9,No,17,Excellent,High,0,20,3,Good,18,7,2,13
838,42,Yes,Travel_Frequently,Sales,12,Bachelors,Life Sciences,1,1167,High,Male,High,Manager,Sales Executive,Low,Single,13758,0,Yes,12,Excellent,Medium,0,22,2,Good,21,9,13,14
839,42,No,Travel_Rarely,Sales,4,Masters,Marketing,1,1171,Medium,Male,High,Junior,Sales Executive,Low,Single,5155,7,No,13,Excellent,Very High,0,9,3,Best,6,4,1,5
840,35,No,Travel_Rarely,Research & Development,1,Masters,Medical,1,1172,Very High,Male,Medium,Entry Level,Laboratory Technician,High,Married,2258,6,No,12,Excellent,Medium,1,10,2,Better,8,0,1,7
841,24,No,Travel_Rarely,Research & Development,24,Bachelors,Medical,1,1173,Very High,Male,High,Entry Level,Laboratory Technician,Medium,Single,3597,8,No,22,Outstanding,Very High,0,6,2,Better,4,3,1,2
842,28,Yes,Travel_Rarely,Research & Development,12,Below College,Life Sciences,1,1175,High,Female,High,Entry Level,Laboratory Technician,Very High,Married,2515,1,Yes,11,Excellent,Very High,0,1,4,Good,1,1,0,0
843,26,No,Travel_Rarely,Research & Development,3,Masters,Medical,1,1177,Low,Male,Very High,Entry Level,Laboratory Technician,Very High,Married,4420,1,No,22,Outstanding,Medium,1,8,2,Better,8,7,0,7
844,30,No,Travel_Rarely,Sales,10,Bachelors,Marketing,1,1179,High,Male,Medium,Junior,Sales Executive,High,Married,6578,1,No,18,Excellent,Low,1,10,3,Better,10,3,1,4
845,40,No,Travel_Frequently,Research & Development,26,College,Medical,1,1180,High,Female,Medium,Junior,Research Scientist,Very High,Married,4422,3,Yes,13,Excellent,Very High,1,16,3,Bad,1,1,0,0
846,35,No,Travel_Rarely,Research & Development,2,Bachelors,Life Sciences,1,1182,High,Male,Medium,Senior,Manufacturing Director,Medium,Divorced,10274,2,No,18,Excellent,Medium,1,15,2,Best,7,7,6,4
